# TotalOfPaymentsDollars   NumDoctorsTakingThatMuchInTotalPayments
0.0	323505
1000.0	10725
2000.0	4611
3000.0	3170
4000.0	2276
5000.0	1700
6000.0	1390
7000.0	1051
8000.0	876
9000.0	809
10000.0	705
11000.0	655
12000.0	515
13000.0	480
14000.0	412
15000.0	420
16000.0	290
17000.0	312
18000.0	280
19000.0	244
20000.0	240
21000.0	206
22000.0	197
23000.0	179
24000.0	178
25000.0	217
26000.0	146
27000.0	128
28000.0	137
29000.0	126
30000.0	153
31000.0	111
32000.0	107
33000.0	93
34000.0	111
35000.0	103
36000.0	70
37000.0	80
38000.0	65
39000.0	88
40000.0	78
41000.0	72
42000.0	64
43000.0	60
44000.0	70
45000.0	54
46000.0	41
47000.0	47
48000.0	51
49000.0	65
50000.0	110
51000.0	54
52000.0	55
53000.0	44
54000.0	41
55000.0	40
56000.0	32
57000.0	34
58000.0	34
59000.0	35
60000.0	39
61000.0	17
62000.0	23
63000.0	17
64000.0	32
65000.0	16
66000.0	21
67000.0	37
68000.0	26
69000.0	22
70000.0	30
71000.0	12
72000.0	13
73000.0	16
74000.0	18
75000.0	48
76000.0	22
77000.0	17
78000.0	15
79000.0	19
80000.0	20
81000.0	12
82000.0	12
83000.0	15
84000.0	9
85000.0	10
86000.0	15
87000.0	13
88000.0	5
89000.0	12
90000.0	16
91000.0	8
92000.0	12
93000.0	17
94000.0	13
95000.0	11
96000.0	19
97000.0	12
98000.0	9
99000.0	14
100000.0	45
101000.0	16
102000.0	8
103000.0	10
104000.0	13
105000.0	10
106000.0	10
107000.0	8
108000.0	4
109000.0	10
110000.0	9
111000.0	9
112000.0	4
113000.0	11
114000.0	7
115000.0	11
116000.0	10
117000.0	6
118000.0	4
119000.0	8
120000.0	10
121000.0	4
122000.0	7
123000.0	6
124000.0	9
125000.0	12
126000.0	4
127000.0	2
128000.0	8
129000.0	5
130000.0	5
131000.0	7
132000.0	4
133000.0	5
134000.0	3
135000.0	2
136000.0	3
137000.0	5
138000.0	7
139000.0	8
140000.0	7
141000.0	3
142000.0	2
143000.0	6
144000.0	5
145000.0	7
146000.0	4
147000.0	7
148000.0	4
149000.0	2
150000.0	16
151000.0	3
152000.0	4
153000.0	2
154000.0	5
155000.0	7
156000.0	3
157000.0	3
158000.0	8
159000.0	4
160000.0	2
161000.0	3
162000.0	3
163000.0	7
164000.0	5
165000.0	3
166000.0	2
167000.0	2
168000.0	1
169000.0	1
170000.0	5
173000.0	2
174000.0	3
175000.0	3
176000.0	3
177000.0	2
178000.0	2
179000.0	1
180000.0	5
181000.0	1
182000.0	2
183000.0	3
185000.0	2
186000.0	1
187000.0	3
188000.0	1
189000.0	3
190000.0	4
191000.0	3
193000.0	4
194000.0	2
195000.0	1
196000.0	4
198000.0	2
199000.0	5
200000.0	12
201000.0	5
202000.0	4
203000.0	2
204000.0	1
206000.0	3
207000.0	1
208000.0	1
209000.0	2
210000.0	3
212000.0	6
213000.0	3
214000.0	2
215000.0	1
216000.0	2
217000.0	2
218000.0	1
219000.0	4
220000.0	3
221000.0	1
222000.0	1
223000.0	2
225000.0	4
226000.0	2
227000.0	4
228000.0	4
229000.0	2
230000.0	3
231000.0	1
232000.0	1
233000.0	3
234000.0	1
235000.0	1
237000.0	2
238000.0	1
240000.0	1
241000.0	2
243000.0	1
245000.0	2
246000.0	3
247000.0	2
248000.0	2
249000.0	2
250000.0	11
251000.0	3
252000.0	2
253000.0	3
254000.0	2
255000.0	2
257000.0	4
258000.0	2
259000.0	1
260000.0	2
262000.0	2
263000.0	1
264000.0	1
265000.0	2
267000.0	3
268000.0	1
270000.0	1
271000.0	1
273000.0	2
274000.0	1
275000.0	2
284000.0	3
285000.0	3
286000.0	3
289000.0	1
290000.0	1
291000.0	1
292000.0	1
295000.0	1
296000.0	2
297000.0	2
300000.0	8
301000.0	1
302000.0	2
303000.0	2
304000.0	1
305000.0	1
306000.0	1
307000.0	1
308000.0	1
309000.0	1
312000.0	1
313000.0	1
314000.0	1
317000.0	1
319000.0	1
323000.0	2
327000.0	2
329000.0	3
330000.0	1
