# NumberOfPayments   RatioOfDoctorsReceiving>=ThatManyPayments
2	1.0
3	0.999750888874
4	0.724732205539
5	0.548618188132
6	0.425912086419
7	0.334322229016
8	0.26307644692
9	0.205380800326
10	0.159385827842
11	0.122064451842
12	0.0927523759917
13	0.0689584890278
14	0.050177019876
15	0.0356983792679
16	0.0246770991387
17	0.0170754353783
18	0.0116704788218
19	0.00745068732024
20	0.00472556257596
21	0.00281571060836
22	0.00188720550158
23	0.00117761623299
24	0.000717138090601
25	0.000377441100316
26	0.000218915838183
27	0.000113232330095
28	7.54882200633e-05
29	6.03905760506e-05
30	3.77441100316e-05
33	2.2646466019e-05
43	1.50976440127e-05
142	7.54882200633e-06
